ConceptScheme URI,http://w3id.org/permafrost/v/nrcglossary/scheme,,,,,,,,,,,
http://w3id.org/permafrost/v/nrcglossary/t0015,alas/alass,,A large depression of the ground surface produced by thawing of a large area of very thick and exceedingly ice-rich permafrost.,"Typically, alasses are large depressions ranging from 0.5 to more than 100 km2 in area and from 5 to 20 m in depth. In the early stages of formation, a shallow (? 2 m) circular ""alas lake"" forms in a steep-sided depression. Enlargement and ultimate drainage of a number of such lakes may leave low interalas plateaus (termed ""mezhalasye"" in Russian). Ultimately, the plateaus disappear and mass wasting produces gentle side slopes. The term is of Yakut origin. The term is of Yakut origin. An analogous term of Nenets (northwestern Siberia) origin is ""khasyrey"".",,,,t0015,,,,https://doi.org/10.4224/20386575
http://w3id.org/permafrost/v/nrcglossary/t0016,albedo,,"Albedo is a measure of the reflecting power of a surface, expressed as the fraction of the incoming solar radiation reflected by the surface.","The albedo of natural land surfaces varies over a wide range, and it changes with the seasons, primarily due to changes in vegetation and snowcover.",,,,t0016,,,,https://doi.org/10.4224/20386576
http://w3id.org/permafrost/v/nrcglossary/t0017,altitudinal limit of permafrost,,The lowest altitude at which mountain permafrost occurs in a given highland area outside the general permafrost region.,The altitudinal limit of mountain permafrost generally rises progressively with decreasing latitude.,,,,t0017,,,,https://doi.org/10.4224/20386577
http://w3id.org/permafrost/v/nrcglossary/t0018,altitudinal zonation of permafrost,,"The vertical subdivision of an area of mountain permafrost into permafrost zones, based on the proportion of the ground that is perennially cryotic.","As mean annual temperatures decrease with increasing elevation, mountain permafrost can normally be expected to be more extensive, thicker and colder at higher elevations, although exposure and the extent of vegetation and snow cover will moderate this effect.  A noteable exception is found in the southwestern portion of Yukon, where (1) the high St. Elias Mountains block the circulation of moist and warm maritime air from the Pacific Ocean, particularly in winter, and (2) the deeply dissected nature of the terrain promotes cold-air drainage and ponding in the valleys. As a result, permafrost is more extensive, thicker and colder in valley bottoms than at higher elevations.",,,,t0018,,,,https://doi.org/10.4224/20386578
http://w3id.org/permafrost/v/nrcglossary/t0019,anti-syngenetic ice wedge,,"An ice wedge that grows progressively downwards into a receding slope, in a direction normal to the surface (see Figure 17i).",The younger portions of the wedge extend farthest down. The downward rate of growth is a function of the rate of slope recession and the rate of formation of new ice veinlets.,,,,t0019,,,,https://doi.org/10.4224/20386579
http://w3id.org/permafrost/v/nrcglossary/t0020,apparent heat capacity,,The amount of heat required to raise the temperature of a unit mass of frozen ground by one degree.,"Because the phase change in frozen ground often occurs gradually over a range of temperatures, the apparent heat capacity (which is the sum of the specific heat capacity and the latent heat released) may vary significantly with temperature. Apparent heat capacity is commonly expressed in Joules per kg per degree K.",,,,t0020,,,,https://doi.org/10.4224/20386580
http://w3id.org/permafrost/v/nrcglossary/t0021,approximate freezing index,,"The cumulative number of degree-days below 0�C for a given time period, calculated from the mean monthly temperatures for a specific station without making corrections for positive degree-days in spring and fall.",,,,,t0021,,,,https://doi.org/10.4224/20386581
http://w3id.org/permafrost/v/nrcglossary/t0022,approximate thawing index,,"The cumulative number of degree-days above 0�C for a given time period, calculated from the mean monthly temperatures for a specific station without making corrections for negative degree-days in spring and fall.",,,,,t0022,,,,https://doi.org/10.4224/20386582
http://w3id.org/permafrost/v/nrcglossary/t0023,artificial ground freezing,,The process of inducing or maintaining a frozen condition in earth materials by artificial means.,"The frozen condition can be induced or maintained by natural convection movement of air, gases or liquids (e.g., through or in ventilation ducts, thermal piles, thermosyphons), or by forced (mechanical) circulation of cold air or a refrigerant through a system of ducts or freeze pipes in the ground.",,,,t0023,,,,https://doi.org/10.4224/20386583
http://w3id.org/permafrost/v/nrcglossary/t0024,banded cryogenic fabric,,"A distinct soil micromorphology, resulting from the effects of freezing and thawing processes, in which soil particles form subhorizontal layers (see Figure 8c).","This fabric, found in cryosols, results from freeze-thaw processes accompanied by eluviation.",,,,t0024,,,,https://doi.org/10.4224/20386584
http://w3id.org/permafrost/v/nrcglossary/t0025,barrens,,Areas of discontinuous vegetation cover in the polar semi-desert of the High Arctic.,"Unvegetated areas of polar desert may be caused by climatic factors (too cold and/or too dry), or edaphic factors (low soil nutrients or toxic substrate), or a combination of those.",,,,t0025,,,,https://doi.org/10.4224/20386585
http://w3id.org/permafrost/v/nrcglossary/t0026,basal cryopeg,,"A layer of unfrozen ground that is perennially cryotic (T < 0�C), forming the basal portion of the permafrost (see Figures 2, 4 and 11).","In a basal cryopeg, freezing is prevented by freezing-point depression due to the dissolved-solids content of its pore water.",,,,t0026,,,,https://doi.org/10.4224/20386586
http://w3id.org/permafrost/v/nrcglossary/t0027,basal cryostructure,,The cryostructure of a frozen deposit of boulders that is saturated with ice (see Figure 9e).,,,,,t0027,,,,https://doi.org/10.4224/20386587
http://w3id.org/permafrost/v/nrcglossary/t0028,basal-layered cryostructure,,The cryostructure of a frozen layered deposit of gravel and boulders that is saturated with ice (see Figure 9e).,,,,,t0028,,,,https://doi.org/10.4224/20386588
http://w3id.org/permafrost/v/nrcglossary/t0029,beaded stream,cours d'eau en chapelet ,A stream characterized by narrow reaches linking pools or small lakes (see Figure 22a).,"A characteristic pattern of small streams in areas underlain by ice wedges. The course of the stream channel is controlled by the pattern of the wedges, with the beads (pools) occurring at the junctions of the wedges. When the intervening channels are dry, they may be called ""beaded channels"".",,"beaded drainage, button drainage",,t0029,,,,https://doi.org/10.4224/20386589
http://w3id.org/permafrost/v/nrcglossary/t0030,block field,,A surficial layer of angular shattered rocks formed in either modern or Pleistocene periglacial environments.,,stone field,"felsenmeer, blockmeer",,t0030,,,,https://doi.org/10.4224/20386590
http://w3id.org/permafrost/v/nrcglossary/t0031,bottom temperature of snow cover (BTS),,Temperature measured at the base of the snow cover during mid- to late- winter (February/March).,Such measurements are used in the BTS method to predict the presence or absence of permafrost in mountain areas where the winter snow cover is thicker than about 1.0 m,,,,t0031,,,,https://doi.org/10.4224/20386591
http://w3id.org/permafrost/v/nrcglossary/t0032,BTS method,,"Method to predict the presence or absence of permafrost in a mountain area, using measurements of the bottom temperature of snow cover in mid- to late-winter.","Snow cover, with its low thermal conductivity, insulates the soil from short- term fluctuations in air temperature. In those mountain areas where snow-cover thickness equals or exceeds 1 m and surface melting is still negligible in mid- to late-winter, BTS values remain virtually constant, mainly controlled by heat transfer from the upper ground layers, which in turn is strongly influenced by the presence or absence of permafrost. According to published data, BTS values below -3?C, between -3?C and -1.7?C, and above -1.7C? suggest, respectively, the presence, possible presence, and absence of permafrost.",,,,t0032,,,,https://doi.org/10.4224/20386592
http://w3id.org/permafrost/v/nrcglossary/t0033,buried ice,,Ice formed or deposited on the ground surface and later covered by sediments.,"Buried ice likely represents buried glacier ice or snowbanks; or less likely, lake, river or sea ice, or icings.",,,,t0033,,,,https://doi.org/10.4224/20386593
http://w3id.org/permafrost/v/nrcglossary/t0034,cave ice,,Ice formed in a closed or open cave.,Cave ice can form and persist in an area of temperate climatic conditions where the configuration of the cave or cave system permits an influx of cold winter air by gravity flow but limits access of warm summer air.,,,,t0034,,,,https://doi.org/10.4224/20386594
http://w3id.org/permafrost/v/nrcglossary/t0035,closed-cavity ice,,"Ice formed in a closed space, cavity or cave in permafrost.","Along the western Arctic coast of Canada for example, underground cavities, apparently formed by pockets of methane gas, have been found filled with ice crystals. The water from which the crystals have grown probably entered the cavities through vapour diffusion.",,,,t0035,,,,https://doi.org/10.4224/20386595
http://w3id.org/permafrost/v/nrcglossary/t0036,closed-system freezing,,Freezing that occurs under conditions that preclude the gain or loss of any water by the system (see Figure 7).,"Pure closed-system conditions, in which water is neither added to nor removed from the system, are sometimes referred to as ""in situ freezing"". Closed-system freezing of water-saturated soil causes expansion equal to about 9 percent of the original pore volume of the unfrozen soil. Inside closed systems, some redistribution of water may take place during freezing.",,,,t0036,,,,https://doi.org/10.4224/20386596
http://w3id.org/permafrost/v/nrcglossary/t0037,closed-system pingo,,A pingo formed by doming of frozen ground due to freezing of injected water supplied by expulsion of pore water during permafrost aggradation in the closed talik under a former water body (see Figures 18 and 19a).,"Most closed-system pingos are found in flat, poorly-drained terrain in the zone of continuous permafrost. Repeated injections of expelled water into the overlying permafrost, followed by freezing of the injected water, cause progressive doming, and produce the massive ice forming the core of the pingo. Progressive formation of segregated ice and dilation crack ice can also contribute to the process.",hydrostatic pingo, Mackenzie Delta pingo,,t0037,,,,https://doi.org/10.4224/20386597
http://w3id.org/permafrost/v/nrcglossary/t0038,closed talik,,A layer or body of unfrozen ground occupying a depression in the permafrost table below a lake or river (see Figure 11).,The temperature of closed lake taliks and river taliks remains above 0�C because of the heat storage effect of the surface water.,,,,t0038,,,,https://doi.org/10.4224/20386598
http://w3id.org/permafrost/v/nrcglossary/t0039,coefficient of compressibility,,"The volume change per unit volume of a substance per unit increase in effective compressive stress, under isothermal conditions.","Frozen soils are usually considered to be practically incompressible, and volume-change deformations can therefore be neglected. Numerous investigations have shown, however, that the compressibility of frozen soils can be significant and should not be neglected in some cases, especially when large areas are to be loaded. Compressibility and its time dependence in frozen soils are due to several causes, such as instantaneous compression of the gaseous phase, creep of the pore ice due to shear stresses at the grain contacts, and hydrodynamic consolidation due to the expulsion of unfrozen water under stress, the amount of which varies with the applied pressure.",,,,t0039,,,,https://doi.org/10.4224/20386599
http://w3id.org/permafrost/v/nrcglossary/t0040,collapse scar,cicatriced'affaissement ,That portion of a peatland where the whole or part of a palsa or peat plateau has thawed and collapsed to the level of the surrounding peatland (see Figures 14 and 15e).,"A collapse scar is not a depression but is marked by vegetation different from the peatland that did not contain permafrost. Irregular topography (hence thermokarst terrain) may be present on the peatland as a whole but the collapse scars are only part of that thermokarst terrain, marked by the absence of permafrost, and by vegetation different from that on both the previously unfrozen peatlands and the remnant permafrost peat landforms.",,,,t0040,,,,https://doi.org/10.4224/20386600
http://w3id.org/permafrost/v/nrcglossary/t0041,composite wedge,fente en coin � remplissage compos� ,A wedge showing evidence of both primary and secondary filling.,"When used with reference to thermal contraction crack phenomena in permafrost, it describes a wedge filled by a combination of ice and soil (usually sand). The term is also frequently used to describe Pleistocene sand wedges and ice-wedge casts. Typically, composite wedges are filled with material very similar in structure and texture to sands in a typical fissure of primary filling (i.e., sand wedge). However, there may be inclusions of material from the fissure walls and some distortion of the adjacent sediments bordering the wedge, reflecting the presence of ice in the original fill material.",,,,t0041,,,,https://doi.org/10.4224/20386601
http://w3id.org/permafrost/v/nrcglossary/t0042,conglomeric cryogenic fabric,,"A distinct soil micromorphology, resulting from the effects of freezing and thawing processes, in which coarser soil particles form compound arrangements (see Figure 8f).","This fabric, found in cryosols, results from freeze-thaw processes probably accompanied by cryoturbation.",,,,t0042,,,,https://doi.org/10.4224/20386602
http://w3id.org/permafrost/v/nrcglossary/t0043,construction methods in permafrost,,Special design and construction procedures required when engineering works are undertaken in permafrost areas. ,"Design and construction of engineering works on permafrost normally follow one of two broad principles which are based on whether or not the frozen foundation soil or rock is thaw-stable (thaw-stable permafrost) or thaw-unstable (thaw-sensitive permafrost). Permafrost conditions can be neglected, and conventional designs and construction methods used when foundation materials are stable upon thawing. When the foundation materials are thaw-sensitive, however, then either the ""passive"" or ""active"" design and construction method is selected. The passive method maintains the foundation materials in a frozen state. Preservation of the frozen condition or permafrost aggradation can be accomplished using thermal piles or thermosyphons, or by using either a ventilation or an insulation construction technique; often a combination of these techniques is used. The ventilation technique requires that there is a clear space left between the bottom of the structure and the ground surface, or that the structure is placed on a fill pad with ducts incorporated in the pad or the floor system. Movement of cold air through the air space or ducts dissipates heat from the structure above and removes heat from the ground below. Using the insulation technique, a relatively thick fill (sometimes containing a layer of insulation) is placed on the ground surface to prevent thawing or to reduce or control the depth of thaw below the original ground surface. When permafrost degradation cannot be prevented, then one of the active methods must be considered. Two main approaches are possible. Unfavourable foundation materials are thawed and compacted or replaced with more suitable materials before the structure is erected. Alternatively, the foundations and structure are designed to accommodate the thaw settlements that will occur.",,,,t0043,,,,https://doi.org/10.4224/20386603
http://w3id.org/permafrost/v/nrcglossary/t0044,continuous permafrost,,"Permafrost occurring everywhere beneath the exposed land surface throughout a geographic region with the exception of widely scattered sites, such as newly deposited unconsolidated sediments, where the climate has just begun to impose its influence on the thermal regime of the ground, causing the development of continuous permafrost (see Figure 1).","For practical purposes, the existence of small taliks within continuous permafrost has to be recognized. The term, therefore, generally refers to areas where more than 90 percent of the ground surface is underlain by permafrost. ",,,,t0044,,,,https://doi.org/10.4224/20386604
http://w3id.org/permafrost/v/nrcglossary/t0045,continuous permafrost zone,,The major subdivision of a permafrost region in which permafrost occurs everywhere beneath the exposed land surface with the exception of widely scattered sites.,Taliks associated with rivers and lakes may occur in the continuous permafrost zone.,,,,t0045,,,,https://doi.org/10.4224/20386605
http://w3id.org/permafrost/v/nrcglossary/t0046,creep of frozen ground,fluage du g�lisol ,The slow deformation (or time-dependent shear strain) that results from long-term application of a stress too small to produce failure in the frozen material.,"In frozen soils, creep deformations are due mainly to the creep of pore ice and the migration of unfrozen pore water. In ice-saturated frozen soils, most creep deformations are distortional with little or no volume change. In frozen soils with large unfrozen water contents or in unsaturated frozen soils, slow deformations due to consolidation, and creep due to volume change, may also occur. Usually, a large portion of the creep deformation is permanent.",,,,t0046,,,,https://doi.org/10.4224/20386606
http://w3id.org/permafrost/v/nrcglossary/t0047,creep strength,,The failure strength of a material at a given strain rate or after a given period under deviatoric stress.,"Under high confining stress and at relatively high freezing temperatures, most frozen soils creep and eventually fail in a plastic manner.",,,,t0047,,,,https://doi.org/10.4224/20386607
http://w3id.org/permafrost/v/nrcglossary/t0048,crust-like cryostructure,,"The cryostructure of a frozen deposit of angular blocks that are coated with ice, whereas large spaces between the blocks are not filled with ice (see Figure 9e).",A deposit with a crust-like cryostructure has a relatively low ice content.,,,,t0048,,,,https://doi.org/10.4224/20386608
http://w3id.org/permafrost/v/nrcglossary/t0049,cryofront,cryofront ,The boundary between cryotic and noncryotic ground as indicated by the position of the 0�C isotherm in the ground (see Figures 4 and 5).,"The permafrost base and the boundaries between noncryotic and cryotic portions of the active layer constitute cryofronts. As a result of freezing-point depression, the freezing front usually lags behind the cryofront as it moves downwards during annual freezing of the active layer.",,,,t0049,,,,https://doi.org/10.4224/20386609
http://w3id.org/permafrost/v/nrcglossary/t0050,cryogenesis,cryogen�se ,"The combination of thermophysical, physico-chemical and physico- mechanical processes occurring in freezing, frozen and thawing earth materials.","Specific processes of cryogenesis include water migration during freezing and thawing of the ground, frost heave, heat and mass (moisture) exchange, regelation and gelifluction. In the Russian permafrost literature, cryogenesis includes mainly processes that lead to development of permafrost cryostructure and landforms.",,,,t0050,,,,https://doi.org/10.4224/20386610
http://w3id.org/permafrost/v/nrcglossary/t0051,cryogenic aquiclude,,"A layer of ground which, because of its frozen state, has a low enough permeability to act as a confining bed for an aquifer.",Annual freezing can turn the active layer into a cryogenic aquiclude.,,,,t0051,,,,https://doi.org/10.4224/20386611
http://w3id.org/permafrost/v/nrcglossary/t0052,cryogenic fabric,,The distinct soil micromorphology resulting from the effects of freezing and thawing processes (see Figure 8).,"The following cryogenic fabrics, found in cryosols, can be distinguished under a microscope: 1. granic and granoidic fabrics - soil particles form discrete loosely packed units. These fabrics are generally attributed to freeze-thaw processes and the formation of needle ice near the ground surface. 2. fragmic and fragmoidal fabrics - soil particles form discrete units that are either densely packed or coalescing. These fabrics commonly occur in subsurface soil horizons, usually close to the freezing front where soil material is subject to ice lens formation. 3. banded and isoband fabrics - soil particles form subhorizontal layers which result from freeze-thaw processes accompanied by eluviation. 4. orbiculic, suscitic and conglomeric fabrics - coarser soil particles form circular to ellipsoidal patterns (orbiculic), vertical or near-vertical orientation (suscitic), and compound arrangements (conglomeric), probably as a result of cryoturbation activity.",,,,t0052,,,,https://doi.org/10.4224/20386612
http://w3id.org/permafrost/v/nrcglossary/t0053,cryogenic temperature,temp�rature cryogenique ,"In international materials science, this term refers to temperatures generally below -50�C, but usually to temperatures within a few degrees of absolute zero (-273?C).",,,,,t0053,,,,https://doi.org/10.4224/20386613
http://w3id.org/permafrost/v/nrcglossary/t0054,cryolithology,cryolithologie ,"The study of the genesis, structure and lithology of frozen earth materials.",This is a Russian term not widely used in North America. It is a branch of geocryology in which lithological and ground-ice conditions are emphasized.,,,,t0054,,,,https://doi.org/10.4224/20386614
http://w3id.org/permafrost/v/nrcglossary/t0055,cryopedology,cryop�dologie ,"The study of soils at temperatures below 0�C, with particular reference to soils subject to intensive frost action, and to soils overlying permafrost.","As originally defined (Bryan, 1946), the term comprised the whole science of geocryology, including the civil engineering methods used to overcome difficulties resulting from intensive frost action and the existence of permafrost.",,,,t0055,,,,https://doi.org/10.4224/20386615
http://w3id.org/permafrost/v/nrcglossary/t0056,cryopeg,cryopeg ,"A layer of unfrozen ground that is perennially cryotic (forming part of the permafrost), in which freezing is prevented by freezing-point depression due to the dissolved-solids content of the pore water (see Figures 2, 4 and 11).","Three types of cryopeg can be distinguished on the basis of their position with respect to permafrost: 1. a basal cryopeg forms the basal portion of the permafrost; 2. an isolated cryopeg is entirely surrounded by perennially frozen ground;; 3. a marine cryopeg is found in coastal or subsea perennially frozen ground; marine cryopegs may also be basal and/or isolated. In Russian literature cryopegs are defined as lenses of ""cryosaline water"" (supercooled brine) found within saline cryotic soils or rock.",,,,t0056,,,,https://doi.org/10.4224/20386616
http://w3id.org/permafrost/v/nrcglossary/t0057,cryoplanation,,The process through which cryoplanation terraces form.,"Cryoplanation occurs most frequently in periglacial areas of moderate aridity underlain by permafrost, under conditions of intense frost wedging associated with snowbanks.",,,,t0057,,,,https://doi.org/10.4224/20386617
http://w3id.org/permafrost/v/nrcglossary/t0058,cryoplanation terrace,terrasse d'altiplanat�on ,A step-like or table-like bench cut in bedrock in cold climate regions.,"Cryoplanation terraces may occur as both hillside benches or bevelled summit surfaces and often lack structural control. They are thought to form under conditions of intense frost wedging associated with snowbanks. Cryoplanation terraces are more frequently reported from periglacial areas of moderate aridity. As these areas are usually underlain by permafrost, cryoplanation terraces are regarded by some as diagnostic landforms of permafrost terrain.",,,,t0058,,,,https://doi.org/10.4224/20386618
http://w3id.org/permafrost/v/nrcglossary/t0059,cryosol,cryosol ,"Soil formed in either mineral or organic materials having permafrost either within 1 m below the surface or, if the soil is strongly cryoturbated, within 2 m below the surface, and having a mean annual ground temperature below 0�C.",This is a pedological term for a major soil order. Cryosols are divided into three groups: 1. organic cryosols developed in organic (peat) materials; 2. static cryosols developed in mineral soils and showing little or no evidence of cryoturbation; 3. turbic cryosols developed in mineral soils and showing strong evidence of cryoturbation.,,"cryosolic soil, pergelic soil",,t0059,,,,https://doi.org/10.4224/20386619
http://w3id.org/permafrost/v/nrcglossary/t0060,cryosphere,cryosph�re ,"That part of the earth's crust, hydrosphere and atmosphere subject to temperatures below 0�C for at least part of each year.","The cryosphere may be divided into the cryoatmosphere, the cryohydrosphere (snowcover, glaciers, and river, lake and sea ice) and the cryolithosphere (perennially and seasonally cryotic ground). Some authorities exclude the earth's atmosphere from the cryosphere; others restrict the term ""cryosphere"" to the regions of the earth's crust where permafrost exists.",,,,t0060,,,,https://doi.org/10.4224/20386620
http://w3id.org/permafrost/v/nrcglossary/t0061,cryostructure,cryostructure ,The structural characteristics of frozen earth materials (see Figure 9).,"The cryostructure is determined by the amount and distribution of pore ice (or ice cement) and lenses of segregated ice. The type and arrangement of ice in the frozen material will depend largely on the initial total water content of the material and the extent of moisture migration during subsequent freezing. For engineering purposes, the structure of frozen soil may be described as massive, layered or reticulate, based on the type and distribution of ice in the soil. A massive structure (not to be confused with massive ground-ice forms) is characterized by the predominant presence of pore ice and by a relatively low total ice content. In soils with a reticulate structure, ice veins generally form a random net, whereas in those with a layered structure, well-oriented horizontal ice lenses alternate with soil layers having a massive structure. In both cases their total ice content is relatively high. Russian permafrost scientists identify ten cryogenic structures or cryostructures: basal, basal-layered, crust-like, layered, lens-type, massive- agglomerate, massive, massive-porous, reticulate and reticulate-blocky.",,,,t0061,,,,https://doi.org/10.4224/20386621
http://w3id.org/permafrost/v/nrcglossary/t0062,cryosuction,cryosuccion ,A suction developed in freezing or partially frozen fine-grained materials as a result of temperature-dependent differences in unfrozen water content.,Cryosuction occurs where gradients of the temperature-dependent unfrozen water content in a freezing or partially frozen fine-grained earth material cause hydraulic gradients large enough to induce migration of pore water from unfrozen soil into the partially frozen soil via unfrozen water films.,,frost suction,,t0062,,,,https://doi.org/10.4224/20386622
http://w3id.org/permafrost/v/nrcglossary/t0063,cryotexture,cryotexture ,"The textural characteristics of frozen, fine-grained organic and mineral earth materials cemented together with ice.",Cryotextures may be useful in determining the nature of the freezing process and the conditions under which the sediments accumulated.,,,,t0063,,,,https://doi.org/10.4224/20386623
http://w3id.org/permafrost/v/nrcglossary/t0064,cryotic ground,sol cryotique ,Soil or rock at temperatures of 0�C or lower.,"The terms ""cryotic"" and ""noncryotic"" were introduced to solve a major semantic problem identified by Brown and Kupsch (1974), namely the lack of specific separate terms to designate ""above 0�C"" and ""below 0�C"" as opposed to ""unfrozen"" (not containing ice) and ""frozen"" (containing ice) (see Figure 3). Cryotic and noncryotic refer solely to the temperature of the material described, independent of its water or ice content. Perennially cryotic ground refers to ground that remains at or below 0�C continuously for two or more years and is therefore synonymous with permafrost.",,,,t0064,,,,https://doi.org/10.4224/20386624
http://w3id.org/permafrost/v/nrcglossary/t0065,cryoturbate,mat�riaux g�liturb�s ,A body of earth material moved or disturbed by frost action.,"The process of cryoturbation results in the disruption and distortion of soil horizons and structures, the formation of patterned ground, the growth of involutions, and the redistribution of organic-rich subsurface masses and layers. Downslope soil movements are more properly termed solifluction, gelifluction and frost creep, although many authors include the products of solifluction within the term cryoturbate.",cryoturbations,congeliturbate,,t0065,,,,https://doi.org/10.4224/20386625
